,id,name,role,battingStyle,bowlingStyle,country,playerImg
0,0f5502aa-40c8-43c6-a38f-1496000bd5b6,Vaibhav Suryavanshi,Batsman,Left Handed Bat,Left-arm orthodox,India,https://h.cricapi.com/img/icon512.png
1,4269d64c-962d-4cd9-b2d2-1a62f51256b8,Shimron Hetmyer,Batsman,Left Handed Bat,,West Indies,https://h.cricapi.com/img/players/4269d64c-962d-4cd9-b2d2-1a62f51256b8.jpg
2,259051b9-d5c9-42f7-9b49-20dc69efdab8,Kunal Singh Rathore,WK-Batsman,Left Handed Bat,Right-arm offbreak,India,https://h.cricapi.com/img/icon512.png
3,4b661541-36cf-4dbe-96f0-3d58f971a2a9,Ashok Sharma,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
4,f3876b65-0643-49df-9255-4a06dd3fa051,Tushar Deshpande,Bowler,Left Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/players/f3876b65-0643-49df-9255-4a06dd3fa051.jpg
5,c6442879-0071-438a-a48e-4eb9c549ec13,Shubham Dubey,Batsman,Left Handed Bat,Right-arm offbreak,India,https://h.cricapi.com/img/icon512.png
6,19758cd7-4cce-47d8-b1fe-5975609de802,Jofra Archer,Bowler,Right Handed Bat,Right-arm fast,England,https://h.cricapi.com/img/players/19758cd7-4cce-47d8-b1fe-5975609de802.jpg
7,7e09eef0-d886-4997-b568-5fd4e0dfbbec,Maheesh Theekshana,Bowler,Right Handed Bat,Right-arm offbreak,Sri Lanka,https://h.cricapi.com/img/players/7e09eef0-d886-4997-b568-5fd4e0dfbbec.jpg
8,64360dd6-a8db-47ae-8837-638a5bbbaae6,Nitish Rana,Batsman,Left Handed Bat,Right-arm offbreak,India,https://h.cricapi.com/img/players/64360dd6-a8db-47ae-8837-638a5bbbaae6.jpg
9,b51bb4e5-acdf-423b-abb3-7a1e6694d2c2,Riyan Parag,Batting Allrounder,Right Handed Bat,Right-arm legbreak,India,https://h.cricapi.com/img/players/b51bb4e5-acdf-423b-abb3-7a1e6694d2c2.jpg
10,a254feed-0d7c-4f04-a2ab-7bf9ceef156b,Yashasvi Jaiswal,Batsman,Left Handed Bat,Right-arm legbreak,India,https://h.cricapi.com/img/players/a254feed-0d7c-4f04-a2ab-7bf9ceef156b.jpg
11,8823100c-e5d1-4dcb-aae3-8c37561fd9f7,Kumar Kartikeya,Bowler,Right Handed Bat,Left-arm wrist-spin,India,https://h.cricapi.com/img/icon512.png
12,21d693c2-b4dd-4d24-b747-90dfc8357ef5,Dhruv Jurel,WK-Batsman,Right Handed Bat,,India,https://h.cricapi.com/img/players/21d693c2-b4dd-4d24-b747-90dfc8357ef5.jpg
13,ba4ba8aa-3ebb-431a-83a9-a78844a68e26,Wanindu Hasaranga,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,Sri Lanka,https://h.cricapi.com/img/players/ba4ba8aa-3ebb-431a-83a9-a78844a68e26.jpg
14,3f18b02d-0e1a-49be-aec4-c2fc11503505,Sandeep Sharma,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/players/3f18b02d-0e1a-49be-aec4-c2fc11503505.jpg
15,14a39be7-af93-4431-8f96-c5d78bf616e9,Akash Madhwal,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
16,92045c02-25e9-4980-a58f-daedd067d1ce,Fazalhaq Farooqi,Bowler,Right Handed Bat,Left-arm fast-medium,Afghanistan,https://h.cricapi.com/img/players/92045c02-25e9-4980-a58f-daedd067d1ce.jpg
17,35ed1b20-38f3-4013-be2e-dc28ffbecfd6,Sanju Samson,WK-Batsman,Right Handed Bat,,India,https://h.cricapi.com/img/players/35ed1b20-38f3-4013-be2e-dc28ffbecfd6.jpg
18,fa7d13ce-f737-4c8f-bf2c-e6f7b9968940,Kwena Maphaka,Bowler,Left Handed Bat,Left-arm fast-medium,South Africa,https://h.cricapi.com/img/icon512.png
19,2518d07c-55ea-416d-99d8-e847cba97ea2,Yudhvir Singh Charak,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
