,id,name,role,battingStyle,bowlingStyle,country,playerImg
0,1989ac7c-a6cb-4171-bc83-16a2323d2fe8,Manoj Bhandage,Batting Allrounder,Left Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
1,3f3ecf51-8411-4046-9477-18c0fe3da6ac,Bhuvneshwar Kumar,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/players/3f3ecf51-8411-4046-9477-18c0fe3da6ac.jpg
2,c61d247d-7f77-452c-b495-2813a9cd0ac4,Virat Kohli,Batsman,Right Handed Bat,Right-arm medium,India,https://h.cricapi.com/img/players/c61d247d-7f77-452c-b495-2813a9cd0ac4.jpg
3,f061b5fc-cd70-480c-86aa-45c7828e739c,Yash Dayal,Bowler,Right Handed Bat,Left-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
4,7fd4fa20-bc49-4337-ae8a-540b67cb011d,Romario Shepherd,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,West Indies,https://h.cricapi.com/img/players/7fd4fa20-bc49-4337-ae8a-540b67cb011d.jpg
5,d8b0e01b-b754-432b-80a4-551e8c7ec8ca,Jacob Bethell,Batting Allrounder,Left Handed Bat,Left-arm orthodox,England,https://h.cricapi.com/img/icon512.png
6,2d5be1e6-f1c6-4762-812a-55458b929013,Mohit Rathee,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,India,https://h.cricapi.com/img/icon512.png
7,88215ee9-ca67-48af-a3f0-6b38718bd830,Rajat Patidar,Batsman,Right Handed Bat,Right-arm offbreak,India,https://h.cricapi.com/img/icon512.png
8,69718248-2a3a-45d4-9a2a-6f4dfc6942a5,Tim David,Batsman,Right Handed Bat,Right-arm offbreak,Australia,https://h.cricapi.com/img/players/69718248-2a3a-45d4-9a2a-6f4dfc6942a5.jpg
9,a1782393-3479-4caa-9c27-79cb87df9abc,Lungi Ngidi,Bowler,Right Handed Bat,Right-arm fast,South Africa,https://h.cricapi.com/img/players/a1782393-3479-4caa-9c27-79cb87df9abc.jpg
10,2190c28d-1712-4fd2-ae44-9ac54319fc21,Josh Hazlewood,Bowler,Left Handed Bat,Right-arm fast-medium,Australia,https://h.cricapi.com/img/players/2190c28d-1712-4fd2-ae44-9ac54319fc21.jpg
11,849877f5-7704-4cad-b1ba-9e0b33aed35e,Abhinandan Singh,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
12,41f91a34-8989-4b88-96b9-9fbbe725776f,Swapnil Singh,Bowling Allrounder,Right Handed Bat,Left-arm orthodox,India,https://h.cricapi.com/img/icon512.png
13,a1f7a1f3-f19c-43d2-bcd7-b4bae22f5842,Rasikh Dar Salam,Bowler,Right Handed Bat,Right-arm fast-medium,India,https://h.cricapi.com/img/icon512.png
14,74c6584a-45a5-4781-a5e7-c0c9340da954,Devdutt Padikkal,Batsman,Left Handed Bat,Right-arm offbreak,India,https://h.cricapi.com/img/players/74c6584a-45a5-4781-a5e7-c0c9340da954.jpg
15,e28de73b-f5df-49eb-bdf6-c50471319404,Jitesh Sharma,WK-Batsman,Right Handed Bat,,India,https://h.cricapi.com/img/players/e28de73b-f5df-49eb-bdf6-c50471319404.jpg
16,011e6cfa-3ada-433f-85e8-d50eaa415736,Swastik Chikara,Batsman,Right Handed Bat,Right-arm offbreak,India,https://h.cricapi.com/img/icon512.png
17,81c09c1b-1b1d-4e87-9eaa-d7d0a89a6159,Krunal Pandya,Batting Allrounder,Left Handed Bat,Left-arm orthodox,India,https://h.cricapi.com/img/players/81c09c1b-1b1d-4e87-9eaa-d7d0a89a6159.jpg
18,6db25d60-ff96-4d8d-8d22-dedeeb5ffa29,Philip Salt,WK-Batsman,Right Handed Bat,Right-arm offbreak,England,https://h.cricapi.com/img/icon512.png
19,eb911b3b-10b3-40f8-9294-e63ba030af83,Nuwan Thushara,Bowler,Right Handed Bat,Right-arm fast-medium,Sri Lanka,https://h.cricapi.com/img/players/eb911b3b-10b3-40f8-9294-e63ba030af83.jpg
20,d1c0a448-6ee6-473a-90a2-e6a486698a8a,Liam Livingstone,Batting Allrounder,Right Handed Bat,Right-arm legbreak,England,https://h.cricapi.com/img/players/d1c0a448-6ee6-473a-90a2-e6a486698a8a.jpg
21,2bf2258f-f35e-4831-884e-f88ef46968f5,Suyash Sharma,Bowler,Right Handed Bat,Right-arm legbreak,India,https://h.cricapi.com/img/icon512.png
